customerID,gender,SeniorCitizen,Partner,DependentsCount,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,TotalCharges,Churn
C100188,Male,1,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,52,84.78,4391.44,No
C100189,Male,1,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,53,79.24,4137.75,Yes
C100190,Female,1,Yes,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,35,110.36,3849.47,No
C100191,Female,1,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,54,30.08,1584.91,No
C100192,Female,0,Yes,0,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card,53,51.02,2693.24,No
C100193,Male,1,No,3,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,44,87.43,3854.96,No
C100194,Female,0,No,3,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,15,82.92,1220.45,No
C100195,Male,0,Yes,0,No,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card,30,35.54,1092.84,Yes
C100196,Male,1,No,3,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer,58,110.9,6471.32,No
C100197,Male,0,Yes,2,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,22,121.3,2673.34,No
C100198,Male,1,No,4,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,47,87.77,4137.36,No
C100199,Female,1,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,59,29.73,1721.7,Yes
C100200,Male,1,Yes,1,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,38,79.79,3035.69,No
C100201,Female,0,No,2,No,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,36,85.21,3039.46,No
C100202,Male,1,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,13,66.84,834.44,Yes
C100203,Female,1,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer,35,115.42,4014.38,No
C100204,Male,0,Yes,2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,3,71.52,211.47,No
C100205,Male,0,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,8,138.14,1104.31,No
C100206,Female,1,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,39,98.49,3839.65,No
C100207,Female,1,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,15,83.28,1225.92,Yes
C100208,Male,0,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,25,102.61,2567.37,No
C100209,Female,0,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,25,120.93,3009.34,No
C100210,Male,1,Yes,3,No,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer,34,101.97,3469.55,No
C100211,Female,0,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,50,72.72,3631.28,No
C100212,Female,0,No,4,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,32,55.2,1730.35,Yes
C100213,Male,0,Yes,1,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,60,41.34,2466.81,No
C100214,Female,0,No,0,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,34,20.0,690.89,Yes
C100215,Male,1,No,3,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,71,80.23,5713.1,No
C100216,Male,1,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,71,63.37,4474.63,No
C100217,Male,1,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer,30,64.98,1934.12,Yes
C100218,Male,0,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,55,105.87,5813.9,Yes
C100219,Female,1,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,32,71.64,2315.91,Yes
C100220,Male,0,No,1,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,63,131.85,8315.93,No
C100221,Male,1,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,55,57.81,3153.95,Yes
C100222,Female,1,Yes,1,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,24,45.87,1110.72,No
C100223,Male,0,Yes,1,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,23,37.27,882.58,No
C100224,Female,0,Yes,0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,63,96.68,6095.17,No
C100225,Male,1,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,38,109.54,4147.02,No
C100226,Female,0,No,2,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card,50,57.17,2875.46,No
C100227,Female,0,No,1,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,48,43.08,2071.54,No
C100228,Female,0,No,2,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,11,120.91,1325.02,No
C100229,Male,0,No,4,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer,17,31.49,553.19,No
C100230,Male,1,No,0,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,64,105.31,6739.76,No
C100231,Female,0,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,20,57.87,1159.01,Yes
C100232,Male,0,No,0,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,62,86.91,5405.62,No
C100233,Female,1,No,2,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,25,107.31,2672.73,Yes
C100234,Male,0,No,0,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,60,89.29,5334.27,Yes
C100235,Female,1,Yes,2,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,41,66.14,2718.25,Yes
C100236,Female,1,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,7,116.88,849.3,No
C100237,Male,0,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,19,83.67,1544.24,No
C100238,Male,1,No,2,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,68,185.48,12627.31,No
C100239,Female,1,Yes,2,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,14,23.85,334.6,Yes
C100240,Male,1,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,16,23.4,363.72,Yes
C100241,Female,1,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,10,104.83,1035.37,No
C100242,Male,1,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,43,74.05,3202.21,No
C100243,Female,1,No,3,No,No,No,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,58,98.78,5742.84,Yes
C100244,Female,1,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,67,42.05,2796.61,No
C100245,Male,1,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,63,76.62,4833.15,No
C100246,Female,1,No,2,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,63,88.72,5616.81,No
C100247,Male,0,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,65,58.69,3828.8,No
C100248,Female,0,No,2,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,40,81.95,3244.64,Yes
C100249,Male,0,No,4,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,59,34.15,2027.77,Yes
C100250,Male,0,No,0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card,45,86.84,3882.85,No
C100251,Male,1,Yes,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,9,118.36,1069.6,No
C100252,Male,0,No,2,No,No,No,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,1,37.87,22.92,No
C100253,Male,0,Yes,4,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,7,36.06,260.47,Yes
C100254,Female,0,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card,24,110.7,2643.41,No
C100255,Male,1,Yes,1,Yes,No,No,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer,35,35.53,1222.62,Yes
C100256,Female,0,No,0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,45,100.22,4516.2,No
C100257,Male,1,No,4,No,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,37,76.66,2838.73,Yes
C100258,Male,0,No,0,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,26,62.47,1640.65,Yes
C100259,Female,1,Yes,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52,119.0,6177.39,No
C100260,Female,0,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card,62,102.84,6345.8,No
C100261,Male,1,Yes,2,Yes,No,No,No,Yes,No,No,No,Yes,Two year,No,Mailed check,16,83.39,1347.76,No
C100262,Male,0,Yes,3,No,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,18,20.0,388.94,Yes
C100263,Female,0,Yes,2,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,67,96.37,6445.23,No
C100264,Female,0,Yes,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,69,42.87,2967.75,No
C100265,Female,0,Yes,2,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,22,68.36,1497.69,No
C100266,Male,0,Yes,0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,36,75.22,2746.57,No
C100267,Male,0,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,41,131.92,5398.2,No
C100268,Female,1,Yes,4,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer,45,67.4,3032.08,Yes
C100269,Female,0,Yes,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,62,32.32,1963.4,No
C100270,Male,0,No,2,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,7,119.09,865.09,No
C100271,Male,0,Yes,2,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,37,96.77,3569.8,No
C100272,Male,1,No,2,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,15,97.89,1494.32,No
C100273,Female,0,Yes,4,Yes,No,No,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,54,119.65,6447.7,No
C100274,Male,1,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,42,126.7,5319.83,No
C100275,Male,0,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,53,48.25,2541.62,No
C100276,Male,1,No,4,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,65,33.27,2143.86,No
C100277,Female,0,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,56,100.27,5609.26,No
C100278,Male,1,Yes,3,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,61,67.13,4092.16,No
C100279,Male,1,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,58,69.85,4044.0,No
C100280,Male,0,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,45,41.35,1830.31,Yes
C100281,Male,0,Yes,4,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,28,92.52,2596.23,No
C100282,Female,1,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,24,87.06,2050.3,No
C100283,Male,0,No,3,No,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,26,70.34,1822.08,Yes
C100284,Male,0,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,43,33.35,1402.44,No
C100285,Female,1,No,2,Yes,No,No,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,57,111.27,6360.4,No
C100286,Male,1,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer,26,82.67,2174.06,No
C100287,Female,0,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,41,108.54,4461.98,No
C100288,Female,1,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer,29,20.0,570.48,Yes
C100289,Male,1,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43,76.7,3283.27,No
C100290,Female,0,No,1,No,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer,58,53.49,3097.35,Yes
C100291,Male,1,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,29,76.08,2205.22,No
C100292,Female,1,No,4,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,28,103.3,2902.05,No
C100293,Male,1,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,14,86.1,1213.36,No
C100294,Female,0,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,35,75.54,2603.13,No
C100295,Female,0,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,32,75.38,2425.4,No
C100296,Female,1,Yes,4,No,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card,11,28.21,318.02,Yes
C100297,Male,0,No,0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,69,47.8,3282.56,Yes
C100298,Male,0,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,61,108.64,6607.69,No
C100299,Male,1,No,1,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer,20,59.83,1197.83,No
C100300,Male,1,Yes,2,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card,67,109.21,7320.67,No
C100301,Female,1,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,19,99.79,1873.97,No
C100302,Male,0,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,30,101.38,3042.57,No
C100303,Female,1,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,9,84.99,768.6,Yes
C100304,Female,1,Yes,0,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,44,61.92,2741.64,No
C100305,Male,0,Yes,4,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,34,70.47,2393.76,No
C100306,Male,0,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,19,94.21,1749.43,No
C100307,Female,0,No,4,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card,20,20.0,405.04,No
C100308,Male,1,No,1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,67,112.31,7490.96,No
C100309,Male,1,No,1,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,49,60.0,2923.0,No
C100310,Female,1,Yes,1,No,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,11,72.41,769.49,No
C100311,Female,0,Yes,2,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer,9,72.67,663.91,Yes
C100312,Male,1,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,5,73.81,347.33,Yes
C100313,Male,1,Yes,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,17,35.59,625.02,Yes
C100314,Male,0,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53,79.55,4192.99,Yes
C100315,Female,1,Yes,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,4,92.83,331.05,No
C100316,Female,1,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,17,20.0,333.04,Yes
C100317,Female,0,Yes,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card,2,35.98,45.4,Yes
C100318,Female,0,Yes,2,Yes,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,46,101.88,4712.81,No
C100319,Female,0,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,58,96.29,5571.23,No
C100320,Male,0,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,38,83.96,3213.56,Yes
C100321,Male,0,Yes,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,65,54.54,3538.98,No
C100322,Female,0,No,0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49,96.47,4734.15,Yes
C100323,Female,0,Yes,3,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer,54,38.91,2090.55,No
C100324,Female,1,No,3,Yes,No,No,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer,22,70.88,1606.9,No
C100325,Male,0,Yes,2,No,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card,62,35.81,2197.24,Yes
C100326,Male,0,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,45,70.14,3095.26,No
C100327,Male,1,No,4,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,6,44.09,269.74,Yes
C100328,Male,1,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer,5,97.67,467.85,No
C100329,Female,0,No,4,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,64,88.0,5636.09,No
C100330,Female,1,Yes,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,19,57.88,1098.33,No
C100331,Male,0,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,33,107.71,3543.84,Yes
C100332,Male,1,No,0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,54,46.31,2492.6,No
C100333,Female,0,No,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,55,73.94,4074.88,No
C100334,Male,0,Yes,0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,1,56.56,49.33,No
C100335,Female,0,No,3,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,44,97.27,4276.82,No
C100336,Female,0,Yes,3,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card,65,94.3,6119.54,No
C100337,Male,1,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,25,114.06,2884.07,No
C100338,Male,0,Yes,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,39,77.49,3048.3,No
C100339,Female,1,Yes,2,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,19,20.0,350.55,Yes
C100340,Female,0,No,0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,51,62.07,3165.62,No
C100341,Male,0,Yes,3,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,8,121.96,959.39,No
C100342,Female,1,No,4,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card,37,65.25,2389.35,No
C100343,Female,1,Yes,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,29,20.0,516.03,No
C100344,Female,0,Yes,3,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,46,88.48,4063.57,No
C100345,Male,0,Yes,2,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,35,90.72,3170.23,No
C100346,Female,0,Yes,2,No,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,70,53.18,3749.72,No
C100347,Female,1,Yes,3,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,70,67.6,4752.95,No
C100348,Male,0,Yes,1,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,20,49.58,1001.44,Yes
C100349,Male,0,Yes,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,2,90.68,196.12,No
C100350,Female,0,No,4,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer,35,76.7,2701.53,No
C100351,Male,0,Yes,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,42,40.03,1691.01,Yes
C100352,Male,1,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,54,74.71,4062.04,No
C100353,Male,0,No,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,37,53.01,1935.98,Yes
C100354,Female,0,No,1,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card,42,118.83,4981.11,No
C100355,Female,1,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer,1,101.81,89.24,No
C100356,Male,0,Yes,3,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,54,71.33,3840.79,No
C100357,Female,0,Yes,1,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,23,77.43,1777.86,No
C100358,Male,0,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer,27,105.41,2878.72,No
C100359,Female,0,Yes,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,30,69.79,2111.61,No
C100360,Female,0,No,3,No,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,5,97.75,513.21,No
C100361,Female,1,No,0,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card,35,119.32,4174.64,No
C100362,Male,0,Yes,1,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,27,60.27,1624.83,Yes
C100363,Female,1,Yes,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,16,124.38,2001.65,No
C100364,Male,0,Yes,0,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,17,115.65,1974.69,No
C100365,Female,0,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,2,82.46,173.55,No
C100366,Male,0,Yes,2,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,63,61.68,3932.21,No
C100367,Male,0,Yes,3,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,21,82.08,1735.4,No
C100368,Male,0,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,62,67.66,4179.18,Yes
C100369,Female,1,Yes,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,60,51.22,3059.12,No
C100370,Male,1,Yes,2,No,No,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card,32,90.97,2927.88,No
C100371,Female,0,Yes,3,No,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,58,44.29,2584.1,Yes
C100372,Male,0,No,1,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,15,64.84,992.17,No
C100373,Male,0,No,2,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,13,65.24,858.54,No
C100374,Female,0,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,64,34.04,2157.76,Yes
C100375,Male,0,No,1,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,46,94.75,4389.23,No
C100376,Female,0,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,49,68.15,3366.21,No
C100377,Female,1,No,3,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,66,113.97,7514.31,No
